,embedding,label
77,"[0.0900021493, -0.0095239114, 0.557282269, 0.0692546442, 0.054905653000000006, 0.030363097800000002, 0.40656796100000003, -0.24981595580000002, -0.1688928902, 0.33985519410000004, -0.1768154651, -0.3974229991, 0.0707633495, -0.22506284710000002, 0.1028146446, 0.5835638046, 0.0078194197, 0.055396560600000005, 0.20155046880000002, -0.120097667, 0.026283592, -0.19540882110000002, -0.2631821632, 0.0910264254, 0.047316011000000005, -0.2736161351, 0.1739725471, 0.035795211800000004, -0.0697126538, -0.19947774710000002, 0.1379863024, 0.37080964450000004, 0.3443030715, 0.15160124, -0.1437737346, 0.283053726, -0.3604579866, -0.0932042673, 0.1469410509, -0.143514514, 0.2020553052, -0.0147781782, 0.3573056757, -0.0097048767, 0.1179818735, 0.0474249013, -0.275485456, -0.49254539610000003, 0.0546650402, -0.0180838052, -0.1202168316, 0.07131157070000001, 0.0441783778, -0.2623152435, 0.6347536445, -0.1262025833, -0.1508484483, 0.0831242055, 0.149695918, 0.0242973976, -0.1423755288, -0.029587861200000003, -0.2425984442, 0.019526047600000002, 0.4528969526, -0.029441172300000002, 0.0151805896, 0.1182543263, 0.1466774046, 0.0671772361, -0.0888809413, -0.1394410133, 0.0306118634, -0.1721773297, -0.0176479742, 0.1581918597, 0.1819338202, 0.1216384172, -0.289385736, 0.0326472074, -0.3270068467, -0.3466383517, -0.1633469015, -0.0001656087, 0.011907465800000001, 0.1098874286, 0.1101960689, -0.1613361835, -0.0843270868, -0.18119964, -0.0629954189, -0.23568780720000002, -0.2116193473, -0.0008998085, 0.0658104643, -0.0085555706, 0.020103259000000002, -0.0942046419, 0.4200569093, -0.2612693012, -0.1408900768, 0.1322233975, 0.026539770900000002, 0.3840047717, 0.2882434726, 0.35015875100000005, 0.11925937240000001, 0.2141635269, 0.3112404943, -0.2899522185, -0.016350694000000002, 0.5351486802000001, 0.1524425894, 0.3033221662, 0.079514876, -0.0149059827, -0.1336835623, 0.1496658176, 0.0306258556, 0.3141246438, -0.0950661674, 0.21185429390000002, 0.0963905454, -0.27038776870000003, 0.1698585451, -0.26761853690000004, 0.40413102510000004, 0.0066713006]",1
78,"[0.0430753753, -0.17580966650000002, 0.6005223393, 0.0890794247, 0.1557905078, 0.15420937540000001, 0.23141701520000002, -0.24584984780000002, -0.1350817233, 0.2739393711, -0.3384058475, -0.41270178560000004, 0.042881161, -0.2983529568, 0.23057059940000002, 0.3830791116, 0.055868219600000005, 0.096641317, 0.2171260566, 0.051071867300000004, 0.2088269889, -0.1174017787, -0.3998297155, -0.1182736382, 0.0225304104, -0.3512177467, 0.0082664303, 0.06184765700000001, 0.2312799245, -0.0030546635, 0.07010570170000001, 0.4732563198, 0.34391403200000004, -0.0372326709, -0.2764247656, 0.0841676816, -0.22737237810000002, 0.070370324, -0.031106479500000003, -0.0219147559, 0.2512964904, -0.2351445258, 0.2669982016, -0.0116081666, -0.024483531700000002, -0.11302689460000001, -0.2573990822, -0.5105093718, 0.07647481560000001, -0.0077919718, -0.12169031050000001, -0.0605142415, 0.1499594897, -0.0268621109, 0.6206492186, -0.1114978343, -0.0722071379, -0.27796235680000003, 0.1806715429, -0.0603720658, 0.11161062120000001, 0.12731330100000002, -0.1474584043, 0.0414848775, 0.19277404250000002, 0.0210925192, 0.23534351590000002, 0.0435718298, 0.2210074961, -0.1055123806, 0.0010260171, -0.2301193476, 0.2001019269, -0.0895006135, -0.0492764115, -0.047245226800000005, 0.4157523811, -0.0585499182, -0.3439612091, -0.0307315383, -0.1235007793, -0.3808078468, -0.1558890343, 0.0932765678, -0.0152580217, -0.0622488335, 0.1839402467, -0.2139836252, -0.070979625, -0.1626824886, -0.0023126341, -0.3000437915, -0.1608303785, -0.1486262977, 0.1565146893, -0.16444689040000002, -0.1448171735, -0.22380056980000002, 0.3422271609, -0.1925042868, -0.1387896389, 0.13982129100000001, 0.19130006430000002, 0.31966763730000003, 0.4655669034, 0.2490058541, 0.1642748266, 0.2215903699, 0.2969019115, -0.3446804285, -0.1479965895, 0.48925957080000004, 0.2464372367, 0.3952333033, 0.15445613860000001, -0.0800911859, -0.0572228357, 0.1216030344, 0.021112483, 0.1988930106, 0.019692257, 0.15991693740000001, 0.134676069, -0.255431205, -0.17684167620000002, -0.2365662754, 0.25991231200000003, 0.0893129855]",1
79,"[0.2200695276, 0.0788947493, 0.6412040591, 0.1276956499, -0.1456520855, 0.031568776800000004, 0.7430032492, -0.3590447903, -0.163415432, 0.7116040587, 0.0354309268, -0.476313293, 0.0791021064, -0.7554763556, 0.36695891620000004, 0.7174295187, -0.1857094169, -0.0335167199, 0.34638482330000003, 0.07018370930000001, 0.4264940917, -0.5415277481, -0.0635417402, -0.16558294, 0.1539678425, -0.1100988314, 0.0855436772, -0.1555768251, 0.1571974456, -0.0577764958, -0.2408637851, 0.5644714832000001, 0.1901272535, -0.009009311, 0.2102968842, -0.07911416140000001, -0.2925261557, -0.38817656040000004, 0.1247305647, -0.0521311089, 0.046006985, -0.0947762728, 0.6546047926, -0.2019918114, -0.0511355177, -0.1921887249, -0.167789489, -0.43861347440000004, 0.0600679815, -0.2672838569, -0.11031904070000001, -0.0537687242, -0.1664091051, -0.3936246634, 0.8390240669, 0.1054763794, -0.2264662385, -0.37251105900000003, -0.1013245881, -0.3864358068, -0.5696817040000001, 0.0143486867, -0.5259339809, 0.0902146474, 0.6275036931, -0.0985065028, 0.1763156056, -0.24985089900000002, 0.1620439291, -0.08033420150000001, 0.0180313233, -0.1218133867, 0.3260183632, -0.0903291777, -0.028938990100000003, -0.0595701411, 0.19505769010000001, 0.1209657118, -0.1486058533, 0.1952686012, -0.0305574387, -0.5385617614, -0.3375841379, 0.2103100568, -0.1583282501, 0.0152146202, 0.38452139500000004, 0.0836340934, -0.3701070547, 0.085754171, 0.597099781, -0.3955753446, 0.014419710300000001, -0.022514861100000002, 0.21207481620000002, -0.0161393397, -0.1291120499, 0.1104035079, 0.39613315460000004, 0.0103018302, -0.2163941711, 0.040545996300000005, 0.1220663339, 0.21372962, 0.6107717752, -0.1525592059, 0.24033480880000002, -0.1867515743, 0.5318368673, -0.2287333459, -0.2233831286, 0.5569412112000001, 0.4171181619, 0.7755343318, 0.49934685230000003, 0.0343655795, -0.1967782974, -0.2257624865, 0.0108384471, 0.1258719265, -0.192219615, -0.07373562460000001, 0.07557135820000001, -0.39823699, 0.1991679072, -0.1885497868, 0.6170002222000001, -0.007900215700000001]",0
80,"[-0.1363041103, -0.1552572399, 0.24496954680000002, 0.2485894412, 0.0657275319, 0.0185450576, 0.5728737116, -0.4013642073, -0.1307284683, 0.2811400592, -0.1770469546, -0.40459218620000004, -0.1421055496, -0.4790041447, 0.232630685, 0.5631158352, -0.11818438020000001, 0.0144509226, 0.28330385680000003, -0.1751553714, 0.0079878829, -0.1371288598, -0.3582189679, 0.06477896870000001, 0.1271395236, -0.2106642872, 0.1486707628, -0.1262198091, 0.1755511165, -0.2315925956, 0.3252036273, 0.42036998270000003, 0.2956284583, 0.1493940055, -0.1829532385, -0.0188226849, -0.11309910570000001, -0.0738372132, -0.0076068398, -0.077083841, 0.3739982545, -0.0903616175, 0.4561585784, -0.14689490200000002, 0.25315815210000003, -0.1835265458, -0.3850673437, -0.5928837657, 0.1191081405, -0.08341561260000001, 0.0038411357, -0.0023108274000000002, 0.3139309287, -0.2603027821, 0.6166980267000001, -0.16924828290000002, -0.2032641321, -0.2933421135, -0.0565947704, -0.296236068, -0.2637927532, -0.1156418696, -0.19959184530000001, -0.013641472000000002, 0.6789444685, -0.2438379377, 0.0770275742, 0.0096545322, 0.21909902990000002, 0.13839475810000001, 0.0628491789, -0.1222466901, 0.17620217800000001, -0.08516945690000001, 0.0306758173, 0.0638055578, 0.41180920600000004, 0.1439780891, -0.1710579693, -0.0356904715, -0.0681073368, -0.1693964601, -0.3003092706, 0.016320511700000002, 0.1180197224, -0.0932734758, 0.1106670275, -0.0885129347, -0.2508977354, -0.21283988650000002, 0.0274824258, -0.20450928810000002, -0.0540020913, 0.0314669088, 0.2718888223, -0.0589526966, -0.150881812, -0.3626399636, 0.6301385164000001, -0.1419472694, -0.1065757126, -0.08646762370000001, -0.0079189315, 0.4316758513, 0.3687582016, -0.0488574952, 0.0823179185, 0.37375363710000004, 0.3389887214, -0.2719537318, 0.0697802976, 0.6831201911, 0.40393289920000003, 0.4471153319, 0.2697193027, -0.1343873888, -0.0711693987, 0.22086876630000002, -0.0236244686, 0.2537200153, 0.0050753201, 0.07465128600000001, 0.1085365191, -0.3675569594, -0.0310273319, -0.2124697864, 0.38990253210000003, -0.1316226423]",1
81,"[-0.0330891795, -0.2916974425, 0.1774416268, -0.0673135072, 0.0044377884, 0.20772641900000002, 0.1148733422, -0.20374907550000002, -0.044476591100000004, 0.3360905051, -0.24247238040000002, -0.2239423096, 0.08614856, -0.28766390680000004, 0.1987633258, 0.4967825413, 0.1778892875, 0.056399151700000004, 0.3695808947, -0.0803724006, -0.0108249728, -0.20516149700000003, -0.2216113657, -0.1613460779, -0.0362006351, -0.053939018400000004, -0.0591128655, -0.1027944237, -0.0598745607, -0.0415668786, -0.02681938, 0.5000619292, 0.0762343258, 0.051022321, -0.0104724094, -0.0359697267, -0.1213904023, -0.0898813903, 0.1002618596, -0.0699222535, 0.3108348846, -0.2200283855, 0.5262678862, -0.1406999826, 0.2296883911, -0.1536711752, -0.1746046692, -0.2181474864, 0.1706077456, 0.0207718536, -0.2859613895, -0.0229584221, 0.0464434102, -0.1810949445, 0.4872721136, -0.20719239120000002, -0.2099304944, -0.29065504670000003, 0.077648744, 0.0947035328, -0.2712546587, 0.0756630749, -0.0949909389, -0.105245024, 0.4700030684, -0.264560163, 0.1609369963, 0.18704736230000002, 0.10681492840000001, 0.0385144427, 0.0550995357, -0.137013182, 0.1182964519, -0.1380110681, 0.2057962716, -0.10214473310000001, 0.5066200495000001, -0.1757965386, -0.1629898697, 0.20269657670000002, -0.28202721480000004, -0.029805086600000003, -0.24460946020000002, 0.0270242989, 0.054141413400000005, -0.1625137776, 0.0625276268, -0.2446748018, -0.2597873807, -0.1948490739, -0.0742761567, -0.23520389200000003, -0.1231088042, 0.1518488824, 0.11259835210000001, 0.0421583727, 0.0999062508, -0.2046217769, 0.33979719880000003, -0.2305944711, -0.0410089269, 0.0689155161, -0.0063620573000000005, 0.4497824013, 0.36646765470000003, 0.2735194564, 0.2284396887, 0.234043777, 0.18231225010000002, -0.1228418946, 0.181992501, 0.4636444449, 0.2597858906, 0.3938851058, 0.0656826049, -0.0156141287, -0.0825323984, 0.22452683750000002, 0.018533628400000002, 0.17556817830000002, -0.1591219157, 0.10096883770000001, -0.10495676100000001, -0.2246359289, 0.16736553610000002, 0.0264379457, 0.2901048064, 0.1717604697]",1
82,"[-0.0963978991, 0.1548324525, 0.44882085920000003, 0.19583800440000002, 0.0102176294, 0.042871192100000004, 0.7272717953000001, -0.3287473321, -0.1438446045, 0.3848159909, -0.1970106959, -0.40420246120000003, -0.040055196700000004, -0.5489495397, 0.2764986753, 0.5603641272000001, -0.1512780786, -0.0106132589, 0.3153281808, -0.1631131619, 0.21366456150000002, -0.32309460640000004, -0.40090882780000003, 0.1896445602, 0.0909776166, -0.1549451947, 0.1024864018, 0.0131134484, 0.2621920705, -0.1316781938, 0.0993421748, 0.2052977085, 0.2568869293, 0.0929984972, -0.18493629990000002, 0.1735251248, -0.1936098933, -0.08913284540000001, -0.0547381528, 0.0770596936, 0.1857399344, -0.0365714245, 0.6125180721, 0.0108768269, 0.19454519450000002, -0.1054405868, -0.2711037099, -0.5525828004000001, 0.1147706807, 0.0313180164, -0.1897913963, 0.0348747373, 0.0166133977, -0.0373155065, 0.5767049789, -0.1357317865, -0.2999819517, -0.23402959110000002, -0.037273109000000006, -0.21419125800000002, -0.3979884684, -0.2221570611, -0.1943309903, 0.0140721006, 0.6665448546, -0.0141585693, 0.2589257956, 0.0163382702, 0.451734513, -0.0422713757, -0.0166270789, -0.1079605371, 0.17034517230000001, -0.1004627421, -0.1544883847, 0.0408257246, 0.3648060858, 0.0906584337, -0.2587610483, 0.1276296228, -0.1408236623, -0.4360551536, -0.1188163608, 0.031187987, 0.0595412888, -0.037162650400000004, 0.4206662774, 0.0369593911, -0.1700324565, -0.17932613190000002, 0.0058649033, -0.1015536711, -0.1047002301, 0.0015399549000000002, 0.4098044038, -0.10674476620000001, -0.1236205697, -0.0022443235, 0.5881136060000001, -0.0491852835, -0.17571811380000002, -0.028066884700000003, 0.0505738519, 0.4287849367, 0.3355950117, 0.0106841922, 0.0190235563, 0.1761493832, 0.286326617, -0.3802551925, 0.042995128800000004, 0.6583327651, 0.3089853823, 0.5084401965, 0.23784446720000002, 0.1850441992, -0.2163042724, -0.2085820884, -0.0209084414, 0.2707270086, -0.08662159, -0.1084355488, 0.1905491799, -0.3653163016, 0.0561054386, 0.0215136502, 0.557057023, -0.0530394986]",1
83,"[0.0932057649, 0.2018282861, 0.6194835901, 0.2083114684, -0.0971881896, -0.1194436774, 0.6327497363, -0.2407509387, 0.0137665691, 0.4160123169, 0.0062900782, -0.4650403261, 0.1340481937, -0.7086865902, 0.2921025753, 0.5448530912, 0.037539795, -0.12437281010000001, 0.26373380420000003, -0.027264107000000003, 0.3363877535, -0.4402484298, -0.095541127, -0.0760607049, -0.0122161899, -0.1175996661, 0.1886187047, -0.1141982973, 0.1791898757, -0.0666189343, -0.155010283, 0.3122345507, 0.0579414591, 0.0822441429, 0.2121196687, 0.035167418400000004, -0.4395457506, -0.3195912242, 0.1170207635, -0.1261695176, -0.0053236643, -0.119831264, 0.5451314449, -0.0220208969, -0.17491364480000002, -0.0942853317, -0.1904177219, -0.4846345186, 0.0547632612, -0.2148885131, -0.13222832980000002, 0.0766406059, -0.0971106738, -0.49854433540000004, 0.7036919594000001, -0.0204228777, -0.18863844870000002, -0.28157052400000004, 0.060069792000000004, -0.2631798685, -0.5665177703000001, -0.19138230380000001, -0.26327475910000003, 0.1591618061, 0.6547884345, -0.0457732379, 0.0253891218, -0.1542082876, 0.2808357477, -0.20410254600000002, -0.1613799632, -0.3183693588, 0.15342208740000002, -0.0304068886, 0.0939280093, -0.1087550372, 0.23867973690000002, 0.0765444934, -0.0551786982, 0.1087198183, -0.1140792221, -0.2300364077, -0.23978404700000003, 0.0604517683, 0.14499746260000002, -0.0461724773, 0.574681282, 0.08442464470000001, -0.3948466182, -0.18682692950000002, 0.3106599152, -0.4022311568, -0.0539789982, -0.14951038360000002, 0.1439128667, 0.11416895690000001, -0.11994319410000001, 0.1727452427, 0.4754093587, -0.0584422089, -0.20956827700000003, -0.0679875538, 0.11593404410000001, -0.0101573691, 0.3603822887, -0.3477461338, 0.1970826089, 0.0783060193, 0.4741594791, -0.1529913545, -0.0432504341, 0.4829247296, 0.5328338742000001, 0.7484651804, 0.3837583363, 0.12667654450000002, -0.2671495974, -0.0658044145, 0.0466452688, 0.0161760561, -0.0508441776, 0.033942516900000004, 0.2949723899, -0.4815894961, 0.0857034996, -0.0724908337, 0.6220379472, -0.0704877377]",0
84,"[-0.026131819900000002, -0.028183857000000003, 0.6438368559000001, 0.2082493305, -0.0210944377, -0.0430317819, 0.43353623150000004, -0.1645866632, -0.0452134088, 0.30983510610000004, -0.0899469182, -0.2867705822, 0.21587651970000002, -0.5392621756, 0.2038434297, 0.2791500986, 0.054137464600000004, -0.1175710335, 0.26410788300000004, 0.1517576128, 0.2161939889, -0.5227252245, -0.3215537965, -0.0940091759, 0.09417421370000001, -0.2793545425, -0.017899524400000002, -0.0283911191, 0.3198836744, -0.031086849000000003, -0.0411966816, 0.31886234880000003, 0.34504544730000003, -0.0958665684, 0.023688674, 0.1302909851, -0.4773136377, -0.0309863072, 0.07333725690000001, -0.074050501, 0.1375259012, -0.1503064185, 0.2762075067, -0.12134958800000001, -0.0345466211, -0.021590702200000002, -0.058027435100000004, -0.5070696473, -0.0483936146, 0.0265951436, -0.1971895695, 0.0255311579, -0.1579299271, -0.10961239040000001, 0.4838387072, -0.2585156262, -0.22582115230000002, -0.0230652764, 0.0634427369, -0.1324070394, -0.43928131460000003, -0.1468057036, -0.29494974020000003, 0.1251026839, 0.4833610058, -0.0897352025, 0.14940105380000002, 0.1233983859, 0.34298625590000004, -0.2088560164, -0.0432704836, -0.180327177, -0.0631186217, -0.068190597, -0.19531588260000002, 0.0609582663, 0.4227005243, 0.0044842167, -0.2134114206, 0.0717187375, -0.11549835650000001, -0.20217069980000002, -0.4037865698, 0.14446687700000002, 0.1202807426, -0.0014252774, 0.2849894464, 0.0222266037, -0.1719068885, -0.22081769999999998, 0.1581176221, -0.3370245099, -0.019922103700000002, -0.08659520750000001, 0.38357958200000003, -0.1509731412, -0.1580698788, -0.0248620398, 0.5384663343, 0.0128638484, -0.3047227561, 0.1176847741, 0.23063842950000002, 0.2427174449, 0.3209368289, 0.0409845859, 0.16909497980000002, 0.2298223227, 0.2526728809, -0.2591507435, -0.0354485251, 0.5844565034, 0.36097314950000003, 0.5674396157, 0.1396749318, 0.0526571907, 0.034212973, 0.0164477117, -0.1778716445, 0.0068734586, 0.0656438172, 0.1070407778, 0.0394769907, -0.3965842426, -0.0222949646, -0.28294989470000004, 0.39601001140000003, 0.013773839900000001]",0
85,"[0.2084500939, -0.0276056528, 0.5333970785000001, 0.07576940210000001, 0.0245056003, 0.018808499000000003, 0.2956146002, -0.33214294910000003, 0.026400391000000002, 0.3226559162, -0.3502266705, -0.4041290879, 0.2098620236, -0.48923194410000004, 0.1096074209, 0.27824261780000004, 0.0016309647, -0.0989870429, 0.29918700460000003, -0.2843157053, 0.0008559823, -0.3460519314, -0.37931936980000003, -0.08708372710000001, 0.08912616970000001, -0.30603414770000004, 0.1045044884, -0.09673721340000001, 0.18800550700000002, -0.0079030134, -0.14314749840000002, 0.3282012045, 0.2337737828, -0.0874154642, -0.0940489843, 0.2297205031, -0.2210004181, -0.171765849, 0.0680839419, -0.0807495862, 0.19409087300000002, -0.106196411, 0.2299650759, -0.23540136220000002, -0.0318469219, -0.08193016800000001, -0.19601354, -0.358078599, 0.0102775255, 0.0231630299, -0.15039891, 0.09682740270000001, 0.0211685393, -0.1093953326, 0.5681297183, -0.0702843219, -0.1013961211, -0.1278360486, 0.0885440111, -0.0364547148, -0.1490624398, 0.1446287185, -0.24888850750000002, -0.0050677890000000005, 0.572460115, -0.0310318675, 0.055648285900000004, 0.17845609780000002, 0.23817449810000002, -0.1927598119, 0.0030046017, -0.1318998188, 0.2558564246, -0.1452287585, -0.152002722, 0.0413493738, 0.290386498, 0.016301224, -0.22888961430000002, 0.060852397200000005, -0.1816823334, -0.3347631991, -0.23647259180000002, 0.010776414500000001, 0.1175118685, 0.036736402700000004, 0.09353319560000001, 0.09233207260000001, -0.0723838881, -0.0781219378, -0.0814427137, -0.24498745800000002, -0.13945211470000002, -0.1630907059, 0.10668560120000001, -0.0804267153, 0.121966213, -0.0527407378, 0.2724046409, -0.1402537227, -0.0667536631, 0.1256573945, 0.1974292397, 0.3053326309, 0.26986712220000003, 0.19894145430000001, 0.2694437802, 0.2905326784, 0.1958599389, -0.1391356885, 0.1107650027, 0.46770352130000004, 0.2306663096, 0.4493889213, 0.09513303640000001, -0.0126362005, -0.1847591996, 0.2906264067, -0.0567274466, 0.1907247752, -0.10821788010000001, 0.14983102680000002, 0.0174302757, -0.1898020506, -0.0984596834, -0.1327272356, 0.2241678238, 0.0623347834]",1
86,"[0.1673267037, 0.175575316, 0.8330243826, -0.111973837, -0.2586912811, 0.0545817725, 0.5983458161, -0.1778186262, -0.1020196825, 0.5121410489, 0.0328179076, -0.6092153788, -0.1096161455, -0.4149760604, 0.2766586542, 0.5842580795, 0.0846676975, 0.0995751992, 0.35765090580000003, -0.1690631062, 0.10610056670000001, -0.4268481731, -0.1903640628, 0.026625609, 0.1383038312, -0.37940803170000004, 0.1039768308, -0.1731115878, 0.2396178544, -0.17182828490000002, 0.0756574273, 0.5347507, -0.0395414084, 0.2576806843, 0.2739027143, 0.10339272020000001, -0.37439507250000004, -0.1218259037, 0.0886380821, 0.043087706, -0.045732025100000004, -0.11087965970000001, 0.6227073669000001, -0.0032095388, -0.0428386517, -0.24431434270000002, -0.2228157222, -0.2719516456, 0.08667051790000001, -0.1047408655, -0.1023741737, 0.12101147320000001, -0.0094888955, -0.1561579108, 0.5159206986, -0.2218248546, -0.26424467560000003, -0.119908236, 0.09011007850000001, -0.32663336400000004, -0.3759151101, -0.0922665894, -0.4864162803, 0.0806822106, 0.753288269, -0.3009978235, 0.32763555650000004, -0.070774056, 0.1651022732, -0.1812536418, -0.0846149772, -0.1609671712, -0.0189423133, -0.30796226860000003, -0.2521446645, 0.1449583173, 0.1046427786, -0.0473278314, -0.10557398200000001, -0.043625585700000004, -0.065799728, -0.3525905013, -0.4500644803, 0.2839599848, 0.1981856823, -0.0475915559, 0.5348355770000001, 0.1700033247, -0.19608774780000002, -0.0568753332, 0.1057740375, -0.2523443401, 0.09258031850000001, -0.021811364200000002, 0.2014436275, -0.035355702, -0.1503932774, -0.1318406016, 0.7041650414, 0.2283559144, -0.3238235116, 0.16531458500000001, -0.029170375300000002, 0.4098539054, 0.3573785424, 0.2568573356, 0.2138076425, 0.1554796249, 0.3858082592, -0.4257795513, 0.0023680534, 0.6972336173, 0.28681004050000003, 0.7783957124, 0.24733206630000001, 0.1660590768, -0.2235868722, -0.2128948867, -0.20624665920000002, 0.12046056990000001, 0.0009464920000000001, 0.0924143419, 0.017915843100000002, -0.3293612003, 0.202390343, -0.1634756625, 0.6527150869, -0.0047473013]",0
87,"[-0.20456589760000002, -0.1318018287, 0.21953211720000002, 0.1341529489, -0.1021290943, 0.243823424, 0.503038168, -0.3033447266, -0.007214375800000001, 0.5071030855, -0.1715099066, -0.2182243317, -0.050636176000000005, -0.6579982042, 0.3327475488, 0.7452907562000001, -0.21218721570000001, 0.0643202439, 0.2958253622, 0.0896348208, 0.5501765609, -0.4393265843, -0.0023969945, -0.11529855430000001, 0.1885792315, -0.5507065654000001, 0.1863254309, -0.3281035125, 0.022144064300000002, -0.27662262320000003, -0.19397418200000002, 0.1524310261, 0.14028178160000002, -0.0618259311, 0.2101673782, 0.3530113697, 0.1231744215, -0.0998270735, 0.3928206563, 0.2506906688, -0.013009525800000001, -0.2552519441, 0.8736671209, 0.14208172260000002, -0.11203821750000001, -0.4222284555, -0.5150523782, -0.6599237323, 0.0444229916, 0.2274195403, -0.1604106724, -0.1433978081, 0.1507926583, 0.028253343, 0.5214728117, -0.27609398960000003, 0.0889690816, -0.225053668, -0.37770754100000004, -0.3911933899, -0.9552215934, -0.1818131804, 0.0392913446, -0.2881547511, 0.6708026528000001, -0.2821199, -0.10666953030000001, -0.10700728, 0.25630599260000003, -0.2923727632, 0.1782675236, -0.10158280280000001, -0.1016042233, 0.3393146396, 0.1314354241, 0.028955232400000003, 0.4012483358, 0.1056059748, -0.3520558476, 0.2224044353, -0.3406923711, -0.465976119, 0.0767457634, 0.1504494697, 0.07383621480000001, -0.1558486372, 0.3064891696, -0.08325415850000001, -0.161031425, -0.0131030157, 0.3267074525, -0.14637266100000002, 0.1896864772, 0.007299318900000001, 0.1661332995, -0.09027113020000001, -0.3113857806, -0.0566075593, 0.6085208654, -0.2107540369, -0.3280115724, 0.32176882030000004, 0.26901519300000004, 0.1637247056, 0.3456653655, -0.051399942500000004, -0.130377084, 0.5322079659, 0.1080366895, -0.2167019695, -0.38749909400000004, 0.5787969232, 0.6607717276, 0.0281798057, 0.5440385342, 0.18041370810000001, -0.35371202230000004, 0.0392515212, -0.0879665241, 0.0364479236, -0.0820027441, 0.1720056832, -0.0764074773, -0.5815595388, 0.0480301864, 0.2945517004, 0.379236728, -0.1868841201]",1
88,"[0.1251139492, 0.094218567, 0.8362321854, -0.023852434000000002, -0.1069266349, 0.0897176564, 0.6202025414, -0.1542817652, -0.2395452112, 0.3709608018, -0.1163134724, -0.4255052805, 0.0357143991, -0.2859182656, 0.3019278049, 0.6724146605, -0.149269715, 0.0083527509, 0.3277851641, 0.0119579099, 0.0908733308, -0.3545467556, -0.20736965540000002, 0.0706037283, 0.3777820468, -0.215648219, 0.39157244560000004, -0.11301969740000001, 0.0620424263, -0.1753634661, 0.0670707077, 0.3353402615, 0.3295537233, 0.0503620207, 0.0806876421, 0.1152682528, -0.2343064249, -0.12216913700000001, 0.1437493563, -0.0014235638000000001, 0.1224161312, -0.06546843050000001, 0.5066092014, -0.2068069875, 0.2757119834, 0.053411990400000005, -0.3522355556, -0.623468101, 0.135510698, 0.0881873071, -0.20602227750000002, 0.033634044200000004, -0.0193571281, -0.2068505585, 0.5892356038000001, 0.0613844693, -0.2931290567, -0.3760208189, 0.0184343364, -0.25852060320000003, -0.3720552325, 0.0985291153, -0.3447927535, -0.0762293041, 0.5282481313, -0.0829193667, 0.1438850015, -0.029038598800000003, 0.1745709479, -0.0082661761, 0.1754841805, -0.0743312761, 0.36067575220000003, -0.1570649445, -0.0506999567, 0.0165152047, 0.3422492743, 0.09716488420000001, -0.30614727740000003, -0.0762696564, -0.14919281010000002, -0.4430283606, -0.204246372, 0.0770971924, -0.0703512728, 0.0251630452, 0.3248611689, -0.0252008308, -0.2028213143, -0.2536646426, 0.34429043530000003, -0.35912954810000003, -0.2805924416, -0.2010643333, 0.3184323013, -0.062027111600000004, 0.0601741597, -0.1818001568, 0.47280222180000003, -0.0805377513, 0.0101325735, -0.09416782110000001, 0.0315514654, 0.2392040491, 0.561928153, -0.11238166690000001, 0.036644425200000004, -0.0076339636, 0.5084120631, -0.3370968997, 0.0605071783, 0.486964047, 0.4671109915, 0.6728445292, 0.16880454120000002, 0.0532362349, -0.18567438420000001, 0.0418616869, 0.027183976000000002, 0.2057120204, -0.062141846900000006, -0.0905966312, 0.18730509280000002, -0.3197811842, 0.1705617905, -0.0224269591, 0.6759901643, -0.0277767256]",1
